source_url,source_url_normalized,bias
http://www.fresnobee.com/,fresnobee.com,left-center
http://www.helsinkitimes.fi/,helsinkitimes.fi,left-center
http://www.pri.org/programs/globalpost,pri.org-programs-globalpost,left-center
http://www.tribunemagazine.org/,tribunemagazine.org,left
http://bismarcktribune.com,bismarcktribune.com,center
https://www.dailydems.com/,dailydems.com,left
http://www.thenewsliteracyproject.org/,thenewsliteracyproject.org,center
http://truthinmedia.com/,truthinmedia.com,extreme-right
http://metro.co.uk/,metro.co.uk,left-center
http://www.ocregister.com/,ocregister.com,right-center
https://www.taxjustice.net/,taxjustice.net,left-center
https://www.theguardian.com/observer,theguardian.com-observer,left-center
http://www.dailyprogress.com,dailyprogress.com,center
http://www.zeit.de/english/index,zeit.de,left-center
http://www.statesmanjournal.com/,statesmanjournal.com,right-center
https://www.greentechmedia.com/,greentechmedia.com,left-center
https://news.cgtn.com,news.cgtn.com,center
https://www.opendemocracy.net/,opendemocracy.net,left-center
http://breakingdefense.com/,breakingdefense.com,right-center
https://newsbreakshere.com/,newsbreakshere.com,extreme-right
https://egyptianstreets.com/,egyptianstreets.com,left-center
https://70news.wordpress.com/,70news.wordpress.com,extreme-right
http://www.surenews.com/,surenews.com,extreme-right
https://www.nova-magazine.net,nova-magazine.net,left
https://thewest.com.au/,thewest.com.au,right-center
http://usaconservativereport.com,usaconservativereport.com,extreme-right
http://www.postbulletin.com/,postbulletin.com,right-center
http://www.oilandwaterdontmix.org/,oilandwaterdontmix.org,left-center
https://newmoderate.com/,newmoderate.com,left-center
http://www.westmonster.com/,westmonster.com,right-center
http://fair.org/,fair.org,left-center
http://www.timesofisrael.com/,timesofisrael.com,left-center
http://www.rstreet.org/,rstreet.org,right-center
http://www.swedishwire.com/,swedishwire.com,center
http://www.diversityinc.com,diversityinc.com,left-center
http://pilotonline.com/,pilotonline.com,left-center
http://www.stopfake.org/,stopfake.org,left-center
https://www.almasdarnews.com,almasdarnews.com,left-center
http://realnewsrightnow.com/,realnewsrightnow.com,center
http://rightweb.irc-online.org,rightweb.irc-online.org,left-center
http://www.providencejournal.com/,providencejournal.com,left-center
http://jewishbreakingnews.com,jewishbreakingnews.com,right-center
http://www.vermontindependent.org/,vermontindependent.org,left
http://rapidcityjournal.com,rapidcityjournal.com,center
http://www.theonion.com/,theonion.com,center
http://www.demos.org,demos.org,left-center
http://mbganews.com/,mbganews.com,extreme-right
https://www.bloomberg.com/,bloomberg.com,left-center
https://bipartisanpolicy.org,bipartisanpolicy.org,right-center
http://www.kentucky.com/,kentucky.com,left-center
http://www.courier-journal.com/,courier-journal.com,left-center
http://vancouversun.com/,vancouversun.com,left-center
http://www.timescolonist.com/,timescolonist.com,left-center
https://techxplore.com/,techxplore.com,center
http://www.vivaliberty.com/,vivaliberty.com,right
http://newsite.thehindu.com/,newsite.thehindu.com,left-center
http://www.dailynews.com/,dailynews.com,right-center
https://www.hcn.org,hcn.org,left-center
http://nautil.us/,nautil.us,center
http://triblive.com/,triblive.com,right-center
http://www.theoslotimes.com/,theoslotimes.com,left-center
http://www.pennlive.com/,pennlive.com,left-center
http://toprightnews.com,toprightnews.com,extreme-right
http://www.newsobserver.com/,newsobserver.com,left-center
http://humanprogress.org/,humanprogress.org,right-center
http://www.newsbiscuit.com/,newsbiscuit.com,center
http://www.chicagotribune.com/,chicagotribune.com,left-center
http://consmovement.com/,consmovement.com,extreme-right
https://www.inquirer.net/,inquirer.net,left-center
https://thelapine.ca/,thelapine.ca,center
https://www.nextbigfuture.com,nextbigfuture.com,center
https://www.pluralist.com,pluralist.com,left-center
https://newmatilda.com/,newmatilda.com,left-center
http://www.theverge.com/,theverge.com,left-center
http://www.loonwatch.com/,loonwatch.com,extreme-left
https://www.dawn.com/,dawn.com,left-center
https://www.aclu.org/,aclu.org,left-center
http://poststar.com,poststar.com,center
https://www.eff.org/,eff.org,left-center
http://www.realclearpolitics.com/,realclearpolitics.com,right-center
https://thebaffler.com/,thebaffler.com,left-center
http://www.presstv.com/,presstv.com,left-center
http://lethbridgeherald.com/,lethbridgeherald.com,left-center
http://www.valleynewslive.com/,valleynewslive.com,right-center
http://crosscut.com/,crosscut.com,left-center
https://yesimright.com/,yesimright.com,extreme-right
http://vidmax.com/,vidmax.com,extreme-right
https://www.leftscoop.com/,leftscoop.com,left
http://www.sltrib.com/,sltrib.com,left-center
http://www.news-gazette.com/,news-gazette.com,right-center
http://conservativetribune.com/,conservativetribune.com,extreme-right
https://www.oneindia.com/,oneindia.com,left-center
http://newsthump.com/,newsthump.com,center
https://bullshitnews.org/,bullshitnews.org,center
https://ncse.com/,ncse.com,center
https://www.adaa.org/,adaa.org,center
https://calwatchdog.com,calwatchdog.com,left-center
http://www.sfchronicle.com/,sfchronicle.com,left-center
http://billmoyers.com/,billmoyers.com,left-center
https://www.fastcompany.com/,fastcompany.com,left-center
http://www.dailysquib.co.uk/,dailysquib.co.uk,center
http://www.pacificresearch.org/home/,pacificresearch.org-home,right-center
http://thepeoplescube.com,thepeoplescube.com,center
http://patrioticviralnews.com/,patrioticviralnews.com,extreme-right
http://thehardtimes.net/,thehardtimes.net,center
http://trib.com,trib.com,center
http://www.denverpost.com/,denverpost.com,left-center
http://www.telesurtv.net/english/,telesurtv.net-english,left
http://www.metro.us/,metro.us,left-center
http://www.npr.org/sections/news/,npr.org-sections-news,left-center
http://montrealgazette.com/,montrealgazette.com,left-center
https://www.thequint.com/,thequint.com,right-center
http://elpais.com/elpais/inenglish.html,elpais.com-elpais-inenglish.html,left-center
https://tytnetwork.com/,tytnetwork.com,left
https://www.geneticliteracyproject.org/,geneticliteracyproject.org,center
https://nowthisnews.com/,nowthisnews.com,left
http://www.againstcronycapitalism.org/,againstcronycapitalism.org,right
http://gotnews.com/,gotnews.com,extreme-right
http://www.star-telegram.com/,star-telegram.com,right-center
http://www.trumpservativenews.info,trumpservativenews.info,extreme-right
http://viraldevil.com,viraldevil.com,center
http://www.votevets.org/,votevets.org,left-center
http://www.usatoday.com/,usatoday.com,center
https://colombiareports.com,colombiareports.com,left-center
http://heavy.com/,heavy.com,left-center
http://www.globetoday.com/,globetoday.com,left
http://fortnightlyreview.co.uk/,fortnightlyreview.co.uk,right-center
http://www.sfgate.com/,sfgate.com,left-center
http://www.businessinsider.com/,businessinsider.com,left-center
http://www.chroniclesofdemocracy.com/,chroniclesofdemocracy.com,left
http://mtstandard.com,mtstandard.com,center
https://squawker.org/,squawker.org,extreme-right
https://www.americanewshub.com,americanewshub.com,right
https://morningconsult.com/,morningconsult.com,left-center
http://www.carbonated.tv/,carbonated.tv,left
http://pmnightlynews.com/,pmnightlynews.com,extreme-right
http://www.9news.com.au/,9news.com.au,right-center
http://www.inquisitr.com/news/,inquisitr.com-news,left-center
https://www.fwweekly.com/,fwweekly.com,left-center
http://politicalsitenews.com,politicalsitenews.com,extreme-right
https://techcrunch.com,techcrunch.com,left-center
https://stepfeed.com,stepfeed.com,left-center
http://www.thefiscaltimes.com/,thefiscaltimes.com,right-center
http://www.pri.org/,pri.org,left-center
http://www.syriana-analysis.com,syriana-analysis.com,left
http://www.lohud.com/,lohud.com,left-center
http://www.cato.org/regulation/,cato.org-regulation,right-center
http://www.clickhole.com/,clickhole.com,center
http://grist.org/,grist.org,left-center
http://www.breitbartunmasked.com/,breitbartunmasked.com,left
http://www.geologyin.com/,geologyin.com,center
http://act.tv,act.tv,left
http://www.baltimoresun.com/,baltimoresun.com,left-center
http://www.guns.com,guns.com,right-center
http://www.webmd.com/,webmd.com,center
http://medicalxpress.com/,medicalxpress.com,center
http://chicagoreporter.com/,chicagoreporter.com,left-center
http://www.seattlepi.com/,seattlepi.com,left-center
http://thehill.com/,thehill.com,left-center
https://international.thenewslens.com/,international.thenewslens.com,right-center
http://www.oaoa.com,oaoa.com,right-center
https://euobserver.com/,euobserver.com,left-center
http://www.washingtontimes.com/,washingtontimes.com,right-center
http://therightstuff.biz/,therightstuff.biz,extreme-right
https://understandrealitythroughscience.blogspot.com/,understandrealitythroughscience.blogspot.com,center
http://worldnewsdailyreport.com/,worldnewsdailyreport.com,center
http://economyincrisis.org/,economyincrisis.org,left
http://realtimepolitics.com/,realtimepolitics.com,extreme-left
https://www.japantoday.com/,japantoday.com,right-center
https://www.thesaturdaypaper.com.au/,thesaturdaypaper.com.au,left-center
http://www.hillarybeattrump.org/,hillarybeattrump.org,center
http://dailyworldinformation.com,dailyworldinformation.com,extreme-right
https://www.hrw.org/,hrw.org,left-center
https://stubhillnews.com/,stubhillnews.com,center
http://www.exposinggovernment.com,exposinggovernment.com,extreme-right
http://www.sun-sentinel.com/,sun-sentinel.com,right-center
http://tucson.com/,tucson.com,left-center
http://londonwebnews.com/,londonwebnews.com,extreme-left
http://www.thewhim.com/,thewhim.com,center
https://www.policyed.org/,policyed.org,right-center
http://www.wsj.com/,wsj.com,right-center
http://thetruthdivision.com/,thetruthdivision.com,extreme-right
https://newromantimes.com/,newromantimes.com,center
http://gulfnews.com/,gulfnews.com,right-center
https://budapestbeacon.com/,budapestbeacon.com,left-center
http://libertyunyielding.com/,libertyunyielding.com,right
https://www.migrationpolicy.org,migrationpolicy.org,left-center
http://www.governing.com/,governing.com,left-center
https://www.speakgov.com/,speakgov.com,extreme-right
https://www.verywell.com,verywell.com,center
http://newsheist.com/,newsheist.com,right-center
http://www.sungazette.com/,sungazette.com,right-center
http://www.euractiv.com/,euractiv.com,left-center
https://www.universitybusiness.com/,universitybusiness.com,left-center
http://napavalleyregister.com,napavalleyregister.com,center
https://sojo.net/,sojo.net,left-center
http://www.callthecops.net/,callthecops.net,center
http://www.popularmechanics.com/,popularmechanics.com,center
http://www.capoliticalreview.com/,capoliticalreview.com,right-center
https://adobochronicles.com/,adobochronicles.com,center
https://www.timeslive.co.za/,timeslive.co.za,right-center
https://toinformistoinfluence.com/,toinformistoinfluence.com,left-center
https://herald-review.com,herald-review.com,center
http://www.glamour.com/,glamour.com,left-center
https://www.insidehighered.com/,insidehighered.com,left-center
http://www.ozy.com/,ozy.com,left-center
https://dailyworldupdate.us,dailyworldupdate.us,center
https://tdn.com,tdn.com,center
http://www.skyandtelescope.com/,skyandtelescope.com,center
http://frankmag.ca,frankmag.ca,center
https://www.ire.org/,ire.org,center
http://carolinapublicpress.org/,carolinapublicpress.org,left-center
https://www.mnn.com,mnn.com,left-center
http://www.rockcitytimes.com/,rockcitytimes.com,center
http://www.irena.org,irena.org,center
http://qpolitical.com/,qpolitical.com,extreme-right
http://freedomoutpost.com/,freedomoutpost.com,extreme-right
http://theknifemedia.com/,theknifemedia.com,center
http://www.reviewjournal.com/,reviewjournal.com,right-center
http://www.fpri.org/,fpri.org,right-center
http://madworldnews.com/,madworldnews.com,extreme-right
http://politicops.com/,politicops.com,center
http://www.derfmagazine.com/,derfmagazine.com,center
https://teddystick.com/,teddystick.com,extreme-right
https://sandiegofreepress.org/,sandiegofreepress.org,left-center
http://therealnews.com/t2/,therealnews.com-t2,left-center
http://www.citizen-times.com/,citizen-times.com,left-center
http://waterfordwhispersnews.com/,waterfordwhispersnews.com,center
https://thevarsity.ca/,thevarsity.ca,left-center
https://thetab.com/,thetab.com,left-center
http://www.saudigazette.com.sa,saudigazette.com.sa,left-center
http://www.opposingviews.com/,opposingviews.com,left-center
http://www.theaustralian.com.au/,theaustralian.com.au,right-center
http://www.oregonlive.com/#/0,oregonlive.com-#-0,right-center
http://www.nationalnewswatch.com/,nationalnewswatch.com,left-center
http://duhprogressive.com/,duhprogressive.com,center
https://dutchreview.com/,dutchreview.com,left-center
https://www.healthline.com/,healthline.com,center
http://watchdog.org/,watchdog.org,right-center
https://www.alaraby.co.uk/english,alaraby.co.uk,left-center
http://journalstar.com/,journalstar.com,center
http://www.rfa.org/english/,rfa.org-english,left-center
http://www.plymouthpatriotpost.com/,plymouthpatriotpost.com,extreme-right
http://campaignforliberty.org/,campaignforliberty.org,right-center
https://www.yahoo.com/news/?ref=gs,yahoo.com,left-center
http://undergroundjournalist.org/,undergroundjournalist.org,extreme-left
http://viraltitle.com,viraltitle.com,left
http://www.courant.com/,courant.com,left-center
http://nottnews.com/,nottnews.com,center
https://mises.org/,mises.org,right-center
http://www.newsy.com/,newsy.com,left-center
http://circa.com/,circa.com,right-center
http://www.pantagraph.com/,pantagraph.com,center
http://www.liberalmountain.com/,liberalmountain.com,left-center
http://jointcenter.org/,jointcenter.org,left-center
http://www.journalnow.com/,journalnow.com,right-center
http://historynewsnetwork.org/,historynewsnetwork.org,left-center
http://defund.com/,defund.com,extreme-right
http://www.cctv-america.com/,cctv-america.com,left-center
http://www.hoover.org/,hoover.org,right-center
http://www.learnliberty.org/,learnliberty.org,right-center
https://www.ciponline.org/,ciponline.org,left-center
http://www.ifyouonlynews.com/,ifyouonlynews.com,extreme-left
https://www.earthmagazine.org/,earthmagazine.org,center
http://news.trust.org/,news.trust.org,left-center
http://www.eagletribune.com/,eagletribune.com,center
http://russia-insider.com/en,russia-insider.com-en,right-center
http://www.alhayat.com/,alhayat.com,left-center
http://www.roanoke.com/,roanoke.com,left-center
https://www.theodysseyonline.com,theodysseyonline.com,left-center
http://www.twincities.com/,twincities.com,left-center
http://www.politico.com/,politico.com,left-center
http://chronicle.su/,chronicle.su,center
http://www.columbiadailyherald.com/,columbiadailyherald.com,right-center
https://www.thetimesherald.com,thetimesherald.com,right-center
http://ipolitics.ca/,ipolitics.ca,left-center
http://religionnews.com,religionnews.com,left-center
http://politicslive.net/,politicslive.net,extreme-right
http://www.interpretermag.com/,interpretermag.com,left-center
https://baptistnews.com/,baptistnews.com,left-center
http://www.duffelblog.com/,duffelblog.com,center
http://usadosenews.com/,usadosenews.com,extreme-right
http://www.omaha.com/,omaha.com,right-center
http://economictimes.indiatimes.com/,economictimes.indiatimes.com,left-center
https://www.ndtv.com/,ndtv.com,left-center
https://lifehacker.com/,lifehacker.com,left-center
http://taxfoundation.org/,taxfoundation.org,right-center
https://www.insidephilanthropy.com,insidephilanthropy.com,left-center
https://conservative101.com/,conservative101.com,extreme-right
http://www.seattletimes.com/,seattletimes.com,left-center
http://sonsoflibertymedia.com,sonsoflibertymedia.com,extreme-right
http://www.cbsnews.com/,cbsnews.com,left-center
http://chicago.suntimes.com/,chicago.suntimes.com,left-center
http://www.couriermail.com.au/,couriermail.com.au,right-center
http://globalnews.ca/,globalnews.ca,left-center
http://www.theamericanconservative.com/,theamericanconservative.com,right-center
https://www.defendevropa.org,defendevropa.org,extreme-right
http://host.madison.com/wsj/,host.madison.com-wsj,center
http://upr.org,upr.org,left-center
http://sputniknews.com/,sputniknews.com,right-center
http://dandygoat.com/,dandygoat.com,center
http://www.strategic-culture.org/,strategic-culture.org,right-center
http://www.resourcegovernance.org/,resourcegovernance.org,left-center
http://fmobserver.com/,fmobserver.com,center
http://www.betootaadvocate.com,betootaadvocate.com,center
http://discovermagazine.com/,discovermagazine.com,center
http://www.birminghammail.co.uk,birminghammail.co.uk,left-center
http://thefifthcolumnnews.com/,thefifthcolumnnews.com,left-center
https://www.dcreport.org/,dcreport.org,left-center
https://www.jns.org,jns.org,right-center
http://wgntv.com/,wgntv.com,left-center
http://americantruthseekers.com,americantruthseekers.com,extreme-right
http://huzlers.com/,huzlers.com,center
http://harddawn.com/,harddawn.com,center
https://fedsoc.org/,fedsoc.org,right
http://factbox.tv/,factbox.tv,left-center
http://christwire.org/,christwire.org,center
http://www.futureinamerica.com/news,futureinamerica.com-news,right
http://newcenturytimes.com/,newcenturytimes.com,extreme-left
http://chaser.com.au,chaser.com.au,center
http://www.financialpost.com/,financialpost.com,right-center
http://www.newsday.com/,newsday.com,left-center
https://www.psychologytoday.com/,psychologytoday.com,center
http://usainfront.com,usainfront.com,extreme-right
http://vote.us.org/,vote.us.org,left
https://www.indymedia.org/or/index.shtml,indymedia.org-or-index.shtml,left-center
http://www.redstate.com/,redstate.com,right
http://democratherald.com,democratherald.com,center
http://www.deccanherald.com/,deccanherald.com,left-center
https://hillarydaily.com/,hillarydaily.com,right
http://www.freemedia.at/,freemedia.at,center
http://ahtribune.com/,ahtribune.com,left-center
http://www.faithfamilyamerica.com,faithfamilyamerica.com,right-center
http://www.centerforinquiry.net/,centerforinquiry.net,center
http://www.bjreview.com/,bjreview.com,left-center
https://www.tnonline.com,tnonline.com,right-center
http://www.elpasotimes.com/,elpasotimes.com,left-center
https://www.algemeiner.com/,algemeiner.com,right-center
http://calgaryherald.com/,calgaryherald.com,left-center
https://feministfrequency.com/,feministfrequency.com,left-center
http://dailysnark.com/,dailysnark.com,center
https://freedomhouse.org/,freedomhouse.org,right-center
https://theintercept.com/,theintercept.com,left-center
http://www.theunrealtimes.com/,theunrealtimes.com,center
https://youthradio.org/,youthradio.org,left-center
http://bluetribune.com/,bluetribune.com,extreme-left
http://notallowedto.com/,notallowedto.com,center
http://azdailysun.com,azdailysun.com,left-center
http://thedcgazette.com/,thedcgazette.com,extreme-right
http://www.lbc.co.uk,lbc.co.uk,right-center
http://www.smithsonianmag.com/,smithsonianmag.com,center
http://www.unionleader.com/,unionleader.com,right
http://www.cnntimes.online/,cnntimes.online,left
http://www.spiegel.de/international/,spiegel.de,left-center
http://www.sciencedirect.com/,sciencedirect.com,center
http://gazette.com/,gazette.com,right-center
https://www.newsandgutsmedia.com/,newsandgutsmedia.com,left-center
http://observeronline.news/,observeronline.news,center
https://www.stpete4peace.org/,stpete4peace.org,left
http://www.dcstatesman.com/,dcstatesman.com,right
http://www.thedailyliberator.com/,thedailyliberator.com,right
http://www.pacificpundit.com/,pacificpundit.com,extreme-right
https://theredshtick.com/,theredshtick.com,center
http://www.dailytarheel.com/,dailytarheel.com,left-center
http://lexingtoninstitute.org/,lexingtoninstitute.org,right-center
http://www.kmov.com/,kmov.com,left-center
https://www.britannica.com/,britannica.com,center
http://www.srnnews.com/,srnnews.com,right-center
http://www.washingtonblade.com/,washingtonblade.com,left-center
https://schmedium.org,schmedium.org,center
http://www.standard.net/,standard.net,center
http://www.consnation.com/,consnation.com,extreme-right
http://www.ctvnews.ca/,ctvnews.ca,left-center
https://thewire.in/,thewire.in,left-center
http://www.newser.com,newser.com,left-center
http://www.rep-am.com/,rep-am.com,right-center
http://loveknowledge.org/,loveknowledge.org,left
http://www.prospectmagazine.co.uk/,prospectmagazine.co.uk,left-center
http://www.winonadailynews.com,winonadailynews.com,center
http://abovethelaw.com/,abovethelaw.com,left-center
http://us.blastingnews.com/,us.blastingnews.com,left-center
https://www.neweurope.eu/,neweurope.eu,left-center
http://www.eastbaytimes.com/,eastbaytimes.com,left-center
https://www.rt.com/news/,rt.com-news,right-center
https://thewashingtonreporter.com/,thewashingtonreporter.com,extreme-right
http://theoswatch.com,theoswatch.com,left
http://antiwar.com/,antiwar.com,right-center
http://missoulian.com/,missoulian.com,center
http://cumberlink.com,cumberlink.com,center
http://www.mediazone.news/,mediazone.news,extreme-right
https://corporatepresidency.org,corporatepresidency.org,left-center
http://www.richmond.com/,richmond.com,right-center
http://www.mintpressnews.com/,mintpressnews.com,left-center
http://www.theshovel.com.au/,theshovel.com.au,center
http://www.thenewatlantis.com/,thenewatlantis.com,right-center
